Transaction Date,Post Date,Description,Category,Type, Amount ,Memo
7/24/2025,7/25/2025,SUMUP  *CENTRE LESBIEN GA,Food & Drink,Drinks, $(11.19),
7/24/2025,7/25/2025,TGTG s46be4xz76gd0,Food & Drink,Snacks, $(4.70),
7/24/2025,7/25/2025,MC DO,Food & Drink,Breakfast/Lunch, $(9.72),
7/24/2025,7/25/2025,IMG INSURANCE,Visa Insurance,Sale, $(700.80),
7/24/2025,7/25/2025,LIDL,Groceries,Snacks, $(3.83),
7/25/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $(8.25),
7/25/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $(7.08),
7/25/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $1.17 ,
7/25/2025,7/27/2025,AUCHAN SUPERMAR 4726432,Groceries,Sale, $(11.67),
7/25/2025,7/27/2025,NINKASI CORDELIE,Food & Drink,Drinks, $(7.08),
7/25/2025,7/27/2025,TCL 69 LYO,Travel,Sale, $(4.94),Metro 
7/25/2025,7/27/2025,PILO,Food & Drink,Breakfast/Lunch, $(14.03),
7/25/2025,7/27/2025,ROCKET'S,Food & Drink,Dinner, $(16.51),
7/26/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $(14.70),
7/26/2025,7/28/2025,BCE,Food & Drink,Drinks, $(7.41),
7/26/2025,7/28/2025,PIU BELLA       2110589,Food & Drink,Snacks, $(3.88),
7/26/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $(7.06),
7/26/2025,7/27/2025,TCL 69 LYO,Travel,Sale, $(4.94),Metro 
7/26/2025,7/27/2025,BSV,Food & Drink,Snacks, $(6.12),
7/26/2025,7/27/2025,b croix rousse  4953313,Food & Drink,Breakfast/Lunch, $(11.17),
7/26/2025,7/27/2025,ROCKET'S,Food & Drink,Dinner, $(16.47),
7/27/2025,7/29/2025,LYON 2025,Food & Drink,Drinks, $(8.23),
7/27/2025,7/29/2025,RHONEXPRESS,Travel,Sale, $(12.35),Lyon to Airport Gare
7/27/2025,7/28/2025,LYON 2025,Food & Drink,Drinks, $(8.23),
7/27/2025,7/28/2025,TCL 69 LYO,Travel,Sale, $(2.47),Metro 
7/27/2025,7/28/2025,PAUL            4368632,Food & Drink,Snacks, $(4.82),
7/27/2025,7/28/2025,LES DELICES DE L2172260,Food & Drink,Snacks, $(7.06),
7/27/2025,7/28/2025,TORTILLA 75012,Food & Drink,Dinner, $(12.94),
7/27/2025,7/28/2025,CINEMA FRSE     4208134,Entertainment,Sale, $(16.47),
7/27/2025,7/28/2025,APOLLO,Food & Drink,Drinks, $(7.05),
7/27/2025,7/28/2025,Stisi Market,Groceries,Snacks, $(2.89),
7/28/2025,7/29/2025,TGTG,Groceries,Sale, $(9.40),
7/29/2025,7/31/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(6.95),
7/30/2025,8/1/2025,FROMAGES&amp;DETAIL,Food & Drink,Snacks, $(4.64),
7/30/2025,7/31/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.90),Metro 
7/30/2025,7/31/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.90),Metro 
7/30/2025,7/31/2025,MUSEE CLAUDE MONET,Entertainment,Sale, $(13.92),
7/30/2025,7/31/2025,BOULANGERIE DE V,Food & Drink,Breakfast/Lunch, $(15.60),
7/30/2025,7/31/2025,SNCF-VOYAGEURS,Travel,Sale, $(20.42),To Giverny 
7/30/2025,7/31/2025,SNCF-VOYAGEURS,Travel,Sale, $(20.42),From Giverny 
7/31/2025,8/3/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(6.83),
7/31/2025,8/1/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.89),Metro 
7/31/2025,8/1/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.89),Metro 
7/31/2025,8/1/2025,TRAITEUR BERCY,Food & Drink,Breakfast/Lunch, $(10.72),
7/31/2025,8/1/2025,FONDAT CHANTILLY,Entertainment,Sale, $(20.83),
7/31/2025,8/1/2025,Normal,Groceries,Snacks, $(4.40),
8/1/2025,8/3/2025,Dott bike ride,Travel,Sale, $(2.01),
8/1/2025,8/3/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.29),Metro 
8/1/2025,8/3/2025,Dott bike ride,Travel,Sale, $(2.37),
8/1/2025,8/3/2025,SERVICE NAVIGO  4042878,Travel,Sale, $(2.87),Metro 
8/1/2025,8/3/2025,Stisi Market,Groceries,Snacks, $(2.85),
8/2/2025,8/3/2025,SC-THAI FOOD,Food & Drink,Dinner, $(22.47),
8/3/2025,8/5/2025,FLIX,Travel,Sale, $(114.97),Bus to London
8/3/2025,8/4/2025,TGTG,Groceries,Sale, $(9.27),
8/3/2025,8/4/2025,Dott bike ride,Travel,Sale, $(2.03),
8/3/2025,8/4/2025,Dott bike ride,Travel,Sale, $(2.03),
8/3/2025,8/4/2025,LS SAS KUNA,Food & Drink,Breakfast/Lunch, $(15.08),
8/3/2025,8/4/2025,THE WHITE FERRY VICTOR,Travel,Sale, $(15.11),Hostelworld payment
8/3/2025,8/4/2025,C POMPIDOU TPE  2359777,Entertainment,Sale, $(19.72),
8/3/2025,8/4/2025,UKVI ETAMOB00000620603,Travel,Sale, $(22.30),ETA
8/4/2025,8/5/2025,NYX*SNCFGARESETCONNEXIO,Health & Wellness,Sale, $(0.58),
8/4/2025,8/5/2025,Dott bike ride,Travel,Sale, $(2.03),
8/4/2025,8/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
8/5/2025,8/7/2025,BURGER KING     2932404,Food & Drink,Snacks, $(5.80),
8/5/2025,8/6/2025,PHOTOMATON,Personal,Sale, $(9.28),
8/5/2025,8/6/2025,SC.FRANPRIX,Groceries,Snacks, $(1.50),
8/6/2025,8/7/2025,TGTG,Groceries,Sale, $(10.32),
8/6/2025,8/7/2025,TGTG yzxa9e456x170,Food & Drink,Snacks, $(5.78),
8/7/2025,8/10/2025,MAISON CHORFANE 2170499,Food & Drink,Breakfast/Lunch, $(10.39),
8/7/2025,8/8/2025,SC.FRANPRIX,Groceries,Sale, $(22.29),
8/7/2025,8/8/2025,SNCF VOYAGEURS,Travel,Sale, $(17.62),
8/8/2025,8/8/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.35),
8/9/2025,8/11/2025,TGTG 14ctstcjpcbr0,Food & Drink,Snacks, $(5.38),
8/9/2025,8/10/2025,P&amp;O FERRIES,Food & Drink,Snacks, $(4.04),
8/9/2025,8/10/2025,AIRALO,Travel,Sale, $(4.50),London Data
8/9/2025,8/10/2025,DANG            2094061,Food & Drink,Dinner, $(17.29),
8/9/2025,8/10/2025,THE WHITE FERRY VICTOR,Travel,Sale, $(81.68),Hostel less difference for double charge refund (.08))
8/10/2025,8/12/2025,TGTG jsf1w840xfh30,Food & Drink,Breakfast/Lunch, $(10.08),
8/10/2025,8/11/2025,Zettle_*Gareth Charles Th,Food & Drink,Drinks, $(16.15),
8/10/2025,8/11/2025,THE SPEAKER,Food & Drink,Drinks, $(10.70),
8/10/2025,8/11/2025,THE SPEAKER,Food & Drink,Drinks, $(9.63),
8/10/2025,8/11/2025,THE SPEAKER,Food & Drink,Drinks, $(8.68),
8/10/2025,8/11/2025,NYA*The Royal Parks Lt,Health & Wellness,Sale, $(0.27),
8/10/2025,8/11/2025,THE SPEAKER,Entertainment,Sale, $(2.69),Trivia
8/10/2025,8/11/2025,TGTG e97ym5x2t7900,Food & Drink,Breakfast/Lunch, $(6.72),
8/10/2025,8/11/2025,SP YE OLDE PORK PIE SH,Food & Drink,Breakfast/Lunch, $(12.45),
8/11/2025,8/12/2025,NYA*The Royal Parks Lt,Health & Wellness,Sale, $(0.27),
8/11/2025,8/12/2025,TST-Sweavory,Food & Drink,Breakfast/Lunch, $(12.79),
8/11/2025,8/12/2025,Secret Sandwich Shop,Food & Drink,Breakfast/Lunch, $(14.81),
8/11/2025,8/12/2025,POUNDLAND LTD - 1485,Groceries,Snacks, $(2.02),
8/12/2025,8/15/2025,TFL TRAVEL CH,Travel,Sale, $(6.18),
8/12/2025,8/13/2025,Simmons Bars - Soho,Food & Drink,Drinks, $(8.79),
8/12/2025,8/13/2025,Simmons Bars - Greek Stre,Food & Drink,Drinks, $(8.76),
8/12/2025,8/13/2025,Simmons Bars - Soho,Food & Drink,Drinks, $(8.36),
8/12/2025,8/13/2025,NYA*The Royal Parks Lt,Health & Wellness,Sale, $(0.27),
8/12/2025,8/13/2025,Sunrise,Food & Drink,Breakfast/Lunch, $(4.69),
8/12/2025,8/13/2025,ONION GARDEN,Food & Drink,Breakfast/Lunch, $(8.76),
8/12/2025,8/13/2025,CAFE FRESCO,Food & Drink,Breakfast/Lunch, $(14.09),
8/12/2025,8/13/2025,BREADLINE CAFE,Food & Drink,Breakfast/Lunch, $(14.83),
8/12/2025,8/13/2025,NANDOS.CO.UK,Food & Drink,Dinner, $(24.54),
8/13/2025,8/14/2025,TOPS PIZZA BATTERSEA,Food & Drink,Snacks, $(5.40),
8/13/2025,8/14/2025,WH SMITHS MOTO,Food & Drink,Breakfast/Lunch, $(8.12),
8/13/2025,8/14/2025,SAINSBURYS S/MKTS,Food & Drink,Breakfast/Lunch, $(8.79),
8/13/2025,8/14/2025,Battersea,Food & Drink,Breakfast/Lunch, $(11.50),
8/13/2025,8/14/2025,P&amp;O FERRIES,Health & Wellness,Sale, $(39.23),First Class
8/14/2025,8/15/2025,SC.FRANPRIX,Groceries,Sale, $(14.92),
8/14/2025,8/15/2025,TGTG,Groceries,Sale, $(9.37),
8/14/2025,8/15/2025,Dott bike ride,Travel,Sale, $(1.58),
8/14/2025,8/15/2025,Dott pass,Travel,Sale, $(11.72),
8/14/2025,8/15/2025,QUAI 81         4746454,Food & Drink,Breakfast/Lunch, $(16.19),
8/15/2025,8/17/2025,LE TENNESSEE    2509536,Food & Drink,Drinks, $(16.40),
8/15/2025,8/17/2025,Dott bike ride,Travel,Sale, $(1.58),
8/16/2025,8/17/2025,Stisi Market,Groceries,Sale, $(8.44),
8/16/2025,8/17/2025,Dott bike ride,Travel,Sale, $(1.58),
8/16/2025,8/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
8/17/2025,8/19/2025,TGTG,Groceries,Sale, $(8.78),
8/17/2025,8/17/2025,Free Mobile,Bills & Utilities,Sale, $(12.40),Technically Euros
8/18/2025,8/19/2025,ALDI,Groceries,Sale, $(26.89),
8/19/2025,8/20/2025,Bellroy,Shopping,Sale, $(121.90),Clothes
8/19/2025,8/20/2025,Eggs,Groceries,Sale, $(7.62),
8/20/2025,8/21/2025,Stisi Market,Groceries,Snacks, $(2.91),
8/21/2025,8/24/2025,LA FROMAGERIE DE,Groceries,Sale, $(15.26),
8/21/2025,8/22/2025,TGTG,Groceries,Sale, $(9.33),
8/21/2025,8/22/2025,Dott bike ride,Travel,Sale, $(1.58),
8/21/2025,8/22/2025,B VARLIN        4142804,Food & Drink,Breakfast/Lunch, $(7.59),
8/22/2025,8/24/2025,Dott bike ride,Travel,Sale, $(1.57),
8/22/2025,8/24/2025,ALDI,Groceries,Snacks, $(3.78),
8/23/2025,8/24/2025,Dott bike ride,Travel,Sale, $(1.59),
8/23/2025,8/24/2025,Dott bike ride,Travel,Sale, $(1.59),
8/23/2025,8/24/2025,LE RELAIS DES ARTS,Food & Drink,Dinner, $(14.68),
8/24/2025,8/25/2025,Stisi Market,Groceries,Snacks, $(4.64),
8/25/2025,8/26/2025,Dott bike ride,Travel,Sale, $(1.59),
8/25/2025,8/26/2025,FRANCK PROVOST,Health & Wellness,Sale, $(35.24),Haircut
8/26/2025,8/27/2025,Dott bike ride,Travel,Sale, $(1.58),
8/26/2025,8/27/2025,Dott bike ride,Travel,Sale, $(2.80),
8/26/2025,8/27/2025,TGTG 3dhw268srhx90,Food & Drink,Snacks, $(5.87),
8/26/2025,8/27/2025,TGTG 5bnj6w2vengn0,Food & Drink,Snacks, $(7.03),
8/27/2025,8/28/2025,Dott bike ride,Travel,Sale, $(1.58),
8/27/2025,8/28/2025,TGTG,Groceries,Sale, $(8.74),
8/28/2025,8/29/2025,TGTG,Groceries,Sale, $(9.19),
8/28/2025,8/29/2025,TGTG ehmf5943bm0j0,Food & Drink,Snacks, $(4.65),
8/29/2025,8/31/2025,UGC BORNES BERCY2412499,Entertainment,Sale, $(6.79),
8/29/2025,8/31/2025,UGC BORNES BERCY2412499,Food & Drink,Snacks, $(6.90),
8/29/2025,8/31/2025,PARIS AQUATIQUE,Health & Wellness,Sale, $(161.11),Water Polo Dues
8/29/2025,8/31/2025,Stisi Market,Groceries,Snacks, $(3.95),
8/30/2025,9/1/2025,DELTA AIR   0062360535325,Travel,Sale, $(136.71),"(Plane ticket home, plus difference of error (.6))"
8/30/2025,8/31/2025,CANADIAN EMBASSY,Food & Drink,Drinks, $(11.95),
8/30/2025,8/31/2025,CANADIAN EMBASSY,Food & Drink,Drinks, $(11.59),
8/30/2025,8/31/2025,CANADIAN EMBASSY,Food & Drink,Drinks, $(11.59),
8/30/2025,8/31/2025,Dott bike ride,Travel,Sale, $(1.58),
8/30/2025,8/31/2025,Dott bike ride,Travel,Sale, $(1.58),
8/31/2025,9/1/2025,Dott bike ride,Travel,Sale, $(1.58),
8/31/2025,9/1/2025,Dott bike ride,Travel,Sale, $(1.58),
8/31/2025,9/1/2025,Dott bike ride,Travel,Sale, $(1.58),
8/31/2025,9/1/2025,Dott bike ride,Travel,Sale, $(5.09),
8/31/2025,9/1/2025,LES DELICES DE L2172260,Food & Drink,Breakfast/Lunch, $(7.03),
8/31/2025,9/1/2025,PHENIX BOL,Food & Drink,Dinner, $(16.71),
9/1/2025,9/2/2025,Dott bike ride,Travel,Sale, $(1.58),
9/1/2025,9/2/2025,Dott bike ride,Travel,Sale, $(1.58),
9/1/2025,9/2/2025,SAS   3K CHICK,Food & Drink,Dinner, $(14.05),
9/1/2025,9/2/2025,Stisi Market,Groceries,Sale, $(5.66),
9/2/2025,9/3/2025,LIDL,Groceries,Sale, $(17.30),
9/2/2025,9/3/2025,LIDL,Groceries,Sale, $(15.67),
9/2/2025,9/3/2025,TGTG,Groceries,Sale, $(9.38),
9/2/2025,9/3/2025,Dott bike ride,Travel,Sale, $(1.58),
9/2/2025,9/3/2025,Dott bike ride,Travel,Sale, $(1.58),
9/2/2025,9/3/2025,DICE.FM,Entertainment,Sale, $(24.06),
9/2/2025,9/3/2025,Eggs,Groceries,Sale, $(7.63),
9/3/2025,9/4/2025,Dott bike ride,Travel,Sale, $(1.58),
9/3/2025,9/4/2025,Dott bike ride,Travel,Sale, $(1.58),
9/3/2025,9/4/2025,LE POPUP        4088974,Food & Drink,Drinks, $(8.20),
9/3/2025,9/4/2025,LE POPUP        4088974,Food & Drink,Drinks, $(8.20),
9/3/2025,9/4/2025,MC DO XL ROLLIN 4963446,Food & Drink,Dinner, $(12.77),
9/3/2025,9/4/2025,SUMUP  *EMMA HOET,Shopping,Sale, $(33.99),Clothes
9/4/2025,9/5/2025,SUPERSONIC,Food & Drink,Drinks, $(9.35),
9/4/2025,9/5/2025,SUPERSONIC,Food & Drink,Drinks, $(9.35),
9/4/2025,9/5/2025,Dott bike ride,Travel,Sale, $(1.58),
9/4/2025,9/5/2025,Dott bike ride,Travel,Sale, $(1.58),
9/4/2025,9/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
9/5/2025,9/7/2025,Dott bike ride,Travel,Sale, $(1.58),
9/5/2025,9/7/2025,Dott bike ride,Travel,Sale, $(1.58),
9/6/2025,9/7/2025,TGTG,Groceries,Sale, $(10.49),
9/6/2025,9/7/2025,Dott bike ride,Travel,Sale, $(1.58),
9/6/2025,9/7/2025,Dott bike ride,Travel,Sale, $(1.58),
9/7/2025,9/9/2025,PRONOIA ILE DE FRAN,Food & Drink,Dinner, $(12.78),
9/7/2025,9/9/2025,THE MOOSE,Food & Drink,Drinks, $(8.17),
9/8/2025,9/10/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.59),
9/8/2025,9/9/2025,Dott bike ride,Travel,Sale, $(1.59),
9/8/2025,9/9/2025,Dott bike ride,Travel,Sale, $(1.59),
9/8/2025,9/8/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.40),
9/9/2025,9/10/2025,Chicken Stand,Groceries,Sale, $(14.12),
9/9/2025,9/10/2025,Dott bike ride,Travel,Sale, $(1.59),
9/9/2025,9/10/2025,Dott bike ride,Travel,Sale, $(1.59),
9/9/2025,9/10/2025,Eggs,Groceries,Sale, $(7.65),
9/10/2025,9/11/2025,Dott bike ride,Travel,Sale, $(1.59),
9/11/2025,9/12/2025,LIDL,Groceries,Sale, $(11.70),
9/11/2025,9/12/2025,Dott bike ride,Travel,Sale, $(1.58),
9/11/2025,9/12/2025,Dott bike ride,Travel,Sale, $(1.58),
9/11/2025,9/12/2025,BISTRO DU 8EME  2193016,Food & Drink,Dinner, $(19.07),
9/11/2025,9/12/2025,TGTG,Groceries,Sale, $(9.37),
9/12/2025,9/14/2025,Dott bike ride,Travel,Sale, $(1.59),
9/12/2025,9/14/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(15.27),
9/13/2025,9/15/2025,THE MOOSE,Food & Drink,Dinner, $(16.45),
9/13/2025,9/15/2025,BAR LE 10,Food & Drink,Drinks, $(7.64),
9/13/2025,9/14/2025,Dott bike ride,Travel,Sale, $(1.59),
9/13/2025,9/14/2025,Dott bike ride,Travel,Sale, $(1.59),
9/13/2025,9/14/2025,XIN LONG,Food & Drink,Dinner, $(16.45),
9/13/2025,9/14/2025,Dott pass,Travel,Sale, $(23.49),
9/14/2025,9/16/2025,THE MOOSE,Food & Drink,Drinks, $(17.63),
9/14/2025,9/16/2025,THE MOOSE,Food & Drink,Drinks, $(8.23),
9/14/2025,9/16/2025,MCDONALDS 43    2402961,Food & Drink,Dinner, $(14.39),
9/14/2025,9/15/2025,THE MOOSE,Food & Drink,Drinks, $(8.23),
9/14/2025,9/15/2025,Dott bike ride,Travel,Sale, $(1.59),
9/14/2025,9/14/2025,Dott bike ride,Travel,Sale, $(1.59),
9/15/2025,9/17/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.58),
9/15/2025,9/16/2025,Dott bike ride,Travel,Sale, $(1.59),
9/15/2025,9/16/2025,Dott bike ride,Travel,Sale, $(2.40),
9/15/2025,9/15/2025,Dott bike ride,Travel,Sale, $(1.59),
9/16/2025,9/18/2025,GL HAUSSMANN    2933415,Shopping,Sale, $(8.13),Gifts
9/16/2025,9/18/2025,NOVETTINO       2132362,Food & Drink,Breakfast/Lunch, $(12.60),
9/16/2025,9/17/2025,Dott bike ride,Travel,Sale, $(1.59),
9/16/2025,9/17/2025,Sephora Paris,Shopping,Sale, $(37.68),Gifts
9/16/2025,9/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
9/16/2025,9/17/2025,SAS   3K CHICK,Food & Drink,Dinner, $(7.65),
9/16/2025,9/16/2025,Free Mobile,Bills & Utilities,Sale, $(12.21),Technically Euros
9/17/2025,9/18/2025,BUY PARIS DUTY  4701333,Shopping,Sale, $(25.30),Candies
9/17/2025,9/18/2025,AIR DE PARIS    4167800,Food & Drink,Drinks, $(8.45),
9/17/2025,9/18/2025,RATP,Travel,Sale, $(17.82),
9/18/2025,9/18/2025,IDFM,Travel,Sale, $(29.85),Technically Euros
9/19/2025,9/21/2025,SHAKY KNEES (BAR),Food & Drink,Drinks, $(17.09),
9/19/2025,9/21/2025,MARTA,Travel,Sale, $(2.50),Metro
9/19/2025,9/21/2025,FIRST WATCH - 0485,Food & Drink,Breakfast/Lunch, $(21.30),
9/20/2025,9/22/2025,SHELL OIL 57540044708,Food & Drink,Snacks, $(6.06),
9/20/2025,9/21/2025,DUNKIN #355328,Food & Drink,Breakfast/Lunch, $(11.73),
9/21/2025,9/23/2025,THE FLYING BISCUIT CAF,Food & Drink,Breakfast/Lunch, $(38.50),
9/21/2025,9/22/2025,TST* LADYBIRD,Food & Drink,Drinks, $(20.90),
9/21/2025,9/22/2025,SHAKY KNEES (BAR),Food & Drink,Drinks, $(18.09),
9/21/2025,9/22/2025,SHAKY KNEES (BAR),Food & Drink,Drinks, $(18.09),
9/21/2025,9/22/2025,SHAKY KNEES (BAR),Food & Drink,Drinks, $(18.09),
9/21/2025,9/22/2025,SHAKY KNEES (FOOD),Food & Drink,Dinner, $(23.65),
9/22/2025,9/23/2025,JIMMY JOHNS 0946,Food & Drink,Breakfast/Lunch, $(18.01),
9/22/2025,9/23/2025,PARK VILLAGE DENTAL GRO,Health & Wellness,Sale, $(99.00),Dentist
9/22/2025,9/22/2025,LYFT,Travel,Sale, $(16.08),Rideshare
9/23/2025,9/24/2025,MARTA,Travel,Sale, $(2.50),Metro
9/24/2025,9/25/2025,SAS   3K CHICK,Food & Drink,Dinner, $(10.64),
9/24/2025,9/25/2025,Dott bike ride,Travel,Sale, $(1.60),
9/24/2025,9/25/2025,Stisi Market,Groceries,Snacks, $(4.65),
9/25/2025,9/26/2025,LE TAN,Food & Drink,Drinks, $(16.43),
9/25/2025,9/26/2025,Dott bike ride,Travel,Sale, $(1.60),
9/25/2025,9/26/2025,Dott bike ride,Travel,Sale, $(1.60),
9/25/2025,9/26/2025,Dott bike ride,Travel,Sale, $(1.60),
9/25/2025,9/26/2025,TGTG,Groceries,Sale, $(9.44),
9/26/2025,9/28/2025,Dott bike ride,Travel,Sale, $(1.59),
9/26/2025,9/28/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(7.05),
9/27/2025,9/28/2025,Serpent A Plume,Food & Drink,Dinner, $(84.30),Garrett
9/27/2025,9/28/2025,LA MARKIZ SARL,Food & Drink,Drinks, $(9.37),
9/27/2025,9/28/2025,Dott bike ride,Travel,Sale, $(1.58),
9/27/2025,9/28/2025,Dott bike ride,Travel,Sale, $(1.58),
9/27/2025,9/28/2025,Dott bike ride,Travel,Sale, $(13.80),
9/28/2025,9/30/2025,THE MOOSE,Food & Drink,Drinks, $(8.20),
9/28/2025,9/29/2025,Dott bike ride,Travel,Sale, $(1.58),
9/28/2025,9/28/2025,Dott bike ride,Travel,Sale, $(1.58),
9/29/2025,10/1/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.54),
9/29/2025,9/30/2025,THE MOOSE,Food & Drink,Drinks, $(16.39),
9/29/2025,9/30/2025,Dott bike ride,Travel,Sale, $(1.58),
9/29/2025,9/30/2025,PARIS AQUATIQUE,Health & Wellness,Sale, $(156.48),Water Polo Dues
9/29/2025,9/29/2025,Dott bike ride,Travel,Sale, $(1.58),
9/29/2025,9/29/2025,Dott bike ride,Travel,Sale, $(1.58),
9/30/2025,10/1/2025,LIDL,Groceries,Sale, $(14.80),
9/30/2025,10/1/2025,Chicken Stand,Groceries,Sale, $(11.76),
9/30/2025,10/1/2025,Dott bike ride,Travel,Sale, $(1.59),
9/30/2025,10/1/2025,Dott bike ride,Travel,Sale, $(1.59),
9/30/2025,10/1/2025,Eggs,Groceries,Sale, $(7.64),
10/1/2025,10/2/2025,Dott bike ride,Travel,Sale, $(1.59),
10/1/2025,10/2/2025,Dott bike ride,Travel,Sale, $(1.59),
10/1/2025,10/2/2025,SUPERSONIC,Entertainment,Sale, $(20.00),
10/1/2025,10/1/2025,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Sale, $(95.00),
10/2/2025,10/3/2025,LIDL,Groceries,Sale, $(14.34),
10/2/2025,10/3/2025,Dott bike ride,Travel,Sale, $(1.59),
10/2/2025,10/3/2025,Dott bike ride,Travel,Sale, $(1.59),
10/2/2025,10/3/2025,TGTG,Groceries,Sale, $(9.41),
10/3/2025,10/5/2025,Dott bike ride,Travel,Sale, $(1.59),
10/3/2025,10/5/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(23.52),
10/4/2025,10/5/2025,Dott bike ride,Travel,Sale, $(1.59),
10/4/2025,10/5/2025,Dott bike ride,Travel,Sale, $(1.59),
10/4/2025,10/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
10/5/2025,10/7/2025,THE MOOSE,Food & Drink,Drinks, $(17.64),
10/5/2025,10/7/2025,MCDONALDS 43    2402961,Food & Drink,Dinner, $(15.00),
10/5/2025,10/6/2025,Dott bike ride,Travel,Sale, $(1.59),
10/5/2025,10/6/2025,SNCAO,Food & Drink,Breakfast/Lunch, $(11.76),Unsure
10/6/2025,10/7/2025,Dott bike ride,Travel,Sale, $(1.59),
10/6/2025,10/7/2025,Dott bike ride,Travel,Sale, $(2.81),
10/7/2025,10/8/2025,Dott bike ride,Travel,Sale, $(1.58),
10/7/2025,10/8/2025,Dott bike ride,Travel,Sale, $(1.58),
10/7/2025,10/8/2025,LA FONTAINE,Food & Drink,Dinner, $(26.40),
10/7/2025,10/8/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.36),
10/7/2025,10/8/2025,Stisi Market,Groceries,Sale, $(8.95),
10/8/2025,10/9/2025,Dott bike ride,Travel,Sale, $(1.58),
10/8/2025,10/9/2025,Dott bike ride,Travel,Sale, $(1.58),
10/8/2025,10/9/2025,LIDL,Groceries,Sale, $(11.25),
10/9/2025,10/10/2025,Dott bike ride,Travel,Sale, $(1.57),
10/9/2025,10/10/2025,MONCEAU COURCELLES,Food & Drink,Breakfast/Lunch, $(7.93),
10/9/2025,10/10/2025,SC.FRANPRIX,Groceries,Sale, $(5.42),
10/9/2025,10/10/2025,Stisi Market,Groceries,Snacks, $(3.49),
10/10/2025,10/12/2025,Chicken Stand,Groceries,Sale, $(16.31),
10/10/2025,10/12/2025,Dott bike ride,Travel,Sale, $(1.57),
10/10/2025,10/12/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(30.29),
10/10/2025,10/12/2025,Eggs,Groceries,Sale, $(7.57),
10/11/2025,10/13/2025,LAFERME DE DILHA,Food & Drink,Snacks, $(3.49),
10/11/2025,10/12/2025,Dott bike ride,Travel,Sale, $(1.57),
10/11/2025,10/12/2025,Dott bike ride,Travel,Sale, $(1.57),
10/11/2025,10/12/2025,PRADALIER ALAIN,Food & Drink,Snacks, $(5.58),
10/11/2025,10/12/2025,ALIM CV PROD,Food & Drink,Dinner, $(11.63),
10/11/2025,10/12/2025,FEDERATION DES AVEYR,Food & Drink,Dinner, $(13.96),
10/12/2025,10/14/2025,MCDONALDS 43    2402961,Food & Drink,Breakfast/Lunch, $(10.82),
10/12/2025,10/14/2025,THE MOOSE,Food & Drink,Drinks, $(8.14),
10/12/2025,10/13/2025,Dott bike ride,Travel,Sale, $(1.57),
10/12/2025,10/13/2025,Dott bike ride,Travel,Sale, $(1.57),
10/12/2025,10/13/2025,Dott bike ride,Travel,Sale, $(1.57),
10/12/2025,10/13/2025,Dott bike ride,Travel,Sale, $(1.57),
10/12/2025,10/13/2025,NORMAL PARIS ITALIE2 FR01,Food & Drink,Snacks, $(3.49),
10/13/2025,10/14/2025,THE MOOSE,Food & Drink,Drinks, $(43.04),
10/13/2025,10/14/2025,Dott bike ride,Travel,Sale, $(1.57),
10/13/2025,10/14/2025,Dott bike ride,Travel,Sale, $(1.57),
10/14/2025,10/15/2025,Chicken Stand,Groceries,Sale, $(19.77),
10/14/2025,10/15/2025,Dott bike ride,Travel,Sale, $(1.57),
10/15/2025,10/17/2025,BONOBO          2490930,Shopping,Sale, $(113.37),Clothes
10/15/2025,10/16/2025,Dott bike ride,Travel,Sale, $(1.57),
10/15/2025,10/16/2025,Dott bike ride,Travel,Sale, $(1.57),
10/15/2025,10/16/2025,Uniqlo Bastille,Shopping,Sale, $(57.98),Clothes
10/15/2025,10/15/2025,Free Mobile,Bills & Utilities,Sale, $(11.99),Technically Euros
